GT7520-05,,48,SG7560,,Gas Turbine Generator GT-7520,46 - Reverse-phase or phase-balance current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,5,0,-,X,X,X,-,
GT7520-06,,49,SG7560,,Gas Turbine Generator GT-7520,49 - Thermal overload relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,6,0,-,X,X,X,-,
GT7520-07,,50,SG7560,,Gas Turbine Generator GT-7520,50 - Instantaneuous Over-current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,7,0,-,X,X,X,-,
GT7520-08,,51,SG7560,,Gas Turbine Generator GT-7520,51 - Time Over-current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,8,0,-,X,X,X,-,
GT7520-09,,52,SG7560,,Gas Turbine Generator GT-7520,59 - Overvoltage relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,9,0,-,X,X,X,-,
GT7520-10,,53,SG7560,,Gas Turbine Generator GT-7520,87 - Differential protective relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,10,0,-,X,X,X,-,
GT7520-11,,54,SG7560,,Gas Turbine Generator GT-7520,51G - Ground overcurrent relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,11,0,-,X,X,X,-,
GT7520-12,,55,SG7560,,Gas Turbine Generator GT-7520,51V - Voltage-controlled or voltage-restrained overcurrent relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,12,0,-,X,X,X,-,
GT7520-13,,56,SG7560,,Gas Turbine Generator GT-7520,81 U - Under Frequency relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,13,0,-,X,X,X,-,
GT7520-14,,57,SG7560,,Gas Turbine Generator GT-7520,82 0 - Over Frequency relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,14,0,-,X,X,X,-,
GT7520-15,,58,SG7560,,Gas Turbine Generator GT-7520,47 - Phase sequence voltage relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,15,0,-,X,X,X,-,
GT7520-16,,59,SG7560,,Gas Turbine Generator GT-7520,74 - Trip Circuit Supervision Alarm,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,16,0,-,X,X,X,-,
GT7520-17,,60,SG7560,,Gas Turbine Generator GT-7520,Line-Neutral Voltage (L1-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,17,0,kV,X,-,-,X,
GT7520-18,,61,SG7560,,Gas Turbine Generator GT-7520,Line-Neutral Voltage (L2-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,18,0,kV,X,-,-,X,
GT7520-19,,62,SG7560,,Gas Turbine Generator GT-7520,Line-Neutral Voltage (L3-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,19,0,kV,X,-,-,X,
GT7520-20,,63,SG7560,,Gas Turbine Generator GT-7520,Line-Line Voltage (L1-L2),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,20,0,kV,X,-,-,X,
GT7520-21,,64,SG7560,,Gas Turbine Generator GT-7520,Line-Line Voltage (L1-L3),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,21,0,kV,X,-,-,X,
GT7520-22,,65,SG7560,,Gas Turbine Generator GT-7520,Line-Line Voltage (L2-L3),TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,22,0,kV,X,-,-,X,
GT7520-23,,66,SG7560,,Gas Turbine Generator GT-7520,Current Phase L1,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,23,0,Amp,X,-,-,X,
GT7520-24,,67,SG7560,,Gas Turbine Generator GT-7520,Current Phase L2,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,24,0,Amp,X,-,-,X,
GT7520-25,,68,SG7560,,Gas Turbine Generator GT-7520,Current Phase L3,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,25,0,Amp,X,-,-,X,
GT7520-26,,69,SG7560,,Gas Turbine Generator GT-7520,Power Factor,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,26,0,-,X,-,-,X,
GT7520-27,,70,SG7560,,Gas Turbine Generator GT-7520,Frequency,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,27,0,Hz,X,-,-,X,
GT7520-28,,71,SG7560,,Gas Turbine Generator GT-7520,Active Power,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,28,0,kW,X,-,-,X,
GT7520-29,,72,SG7560,,Gas Turbine Generator GT-7520,Reactive Power,TBA,X,-,-,IEC61850,MX,TBA,IEC104,2,,,,,,29,0,Kvar,X,-,-,X,
GT7520-30,,73,SG7560,,Gas Turbine Generator GT-7520,VCB incomer (VCB-7560) at MV SWGR Opened/Closed,TBA,-,X,-,IEC61850,DP,TBA,IEC104,2,,,,,,30,0,-,X,X,-,-,
GT7520-31,,74,SG7560,,Gas Turbine Generator GT-7520,VCB incomer (VCB-7560) at MV SWGR Trip,TBA,-,X,-,IEC61850,SP,TBA,IEC104,2,,,,,,31,0,-,X,X,-,-,
GT7520-32,,75,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 1,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,32,0,-,TBA,TBA,TBA,TBA,
GT7520-33,,76,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 2,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,33,0,-,TBA,TBA,TBA,TBA,
GT7520-34,,77,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 3,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,34,0,-,TBA,TBA,TBA,TBA,
GT7520-35,,78,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 4,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,35,0,-,TBA,TBA,TBA,TBA,
GT7520-36,,79,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 5,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,36,0,-,TBA,TBA,TBA,TBA,
GT7520-37,,80,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 6,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,37,0,-,TBA,TBA,TBA,TBA,
GT7520-38,,81,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 7,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,38,0,-,TBA,TBA,TBA,TBA,
GT7520-39,,82,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 8,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,39,0,-,TBA,TBA,TBA,TBA,
GT7520-40,,83,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 9,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,40,0,-,TBA,TBA,TBA,TBA,
GT7520-41,,84,SG7560,,Gas Turbine Generator GT-7520,GTG Engine Parameters 10,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,2,,,,,,41,0,-,TBA,TBA,TBA,TBA,
GT7520-42,,85,SG7560,,Gas Turbine Generator GT-7520,Synchro command,TBA,-,-,X,IEC61850,SC,TBA,IEC104,2,,,,,,42,0,-,X,X,-,-,
GT7520-43,,86,SG7560,,Gas Turbine Generator GT-7520,Automatic Synchronize Initiate,TBA,-,-,X,IEC61850,SC,TBA,IEC104,2,,,,,,43,0,-,X,X,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT7530-01,,87,SG7560,,Gas Turbine Generator GT-7530,24 - Volts per Hertz relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,1,0,-,X,X,X,-,
GT7530-02,,88,SG7560,,Gas Turbine Generator GT-7530,27 - Undervoltage relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,2,0,-,X,X,X,-,
GT7530-03,,89,SG7560,,Gas Turbine Generator GT-7530,32 - Directional power relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,3,0,-,X,X,X,-,
GT7530-04,,90,SG7560,,Gas Turbine Generator GT-7530,40 - Loss of field relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,4,0,-,X,X,X,-,
GT7530-05,,91,SG7560,,Gas Turbine Generator GT-7530,46 - Reverse-phase or phase-balance current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,5,0,-,X,X,X,-,
GT7530-06,,92,SG7560,,Gas Turbine Generator GT-7530,49 - Thermal overload relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,6,0,-,X,X,X,-,
GT7530-07,,93,SG7560,,Gas Turbine Generator GT-7530,50 - Instantaneuous Over-current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,7,0,-,X,X,X,-,
GT7530-08,,94,SG7560,,Gas Turbine Generator GT-7530,51 - Time Over-current relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,8,0,-,X,X,X,-,
GT7530-09,,95,SG7560,,Gas Turbine Generator GT-7530,59 - Overvoltage relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,9,0,-,X,X,X,-,
GT7530-10,,96,SG7560,,Gas Turbine Generator GT-7530,87 - Differential protective relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,10,0,-,X,X,X,-,
GT7530-11,,97,SG7560,,Gas Turbine Generator GT-7530,51G - Ground overcurrent relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,11,0,-,X,X,X,-,
GT7530-12,,98,SG7560,,Gas Turbine Generator GT-7530,51V - Voltage-controlled or voltage-restrained overcurrent relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,12,0,-,X,X,X,-,
GT7530-13,,99,SG7560,,Gas Turbine Generator GT-7530,81 U - Under Frequency relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,13,0,-,X,X,X,-,
GT7530-14,,100,SG7560,,Gas Turbine Generator GT-7530,82 0 - Over Frequency relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,14,0,-,X,X,X,-,
GT7530-15,,101,SG7560,,Gas Turbine Generator GT-7530,47 - Phase sequence voltage relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,15,0,-,X,X,X,-,
GT7530-16,,102,SG7560,,Gas Turbine Generator GT-7530,74 - Trip Circuit Supervision Alarm,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,16,0,-,X,X,X,-,
GT7530-17,,103,SG7560,,Gas Turbine Generator GT-7530,Line-Neutral Voltage (L1-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,17,0,kV,X,-,-,X,
GT7530-18,,104,SG7560,,Gas Turbine Generator GT-7530,Line-Neutral Voltage (L2-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,18,0,kV,X,-,-,X,
GT7530-19,,105,SG7560,,Gas Turbine Generator GT-7530,Line-Neutral Voltage (L3-G),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,19,0,kV,X,-,-,X,
GT7530-20,,106,SG7560,,Gas Turbine Generator GT-7530,Line-Line Voltage (L1-L2),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,20,0,kV,X,-,-,X,
GT7530-21,,107,SG7560,,Gas Turbine Generator GT-7530,Line-Line Voltage (L1-L3),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,21,0,kV,X,-,-,X,
GT7530-22,,108,SG7560,,Gas Turbine Generator GT-7530,Line-Line Voltage (L2-L3),TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,22,0,kV,X,-,-,X,
GT7530-23,,109,SG7560,,Gas Turbine Generator GT-7530,Current Phase L1,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,23,0,Amp,X,-,-,X,
GT7530-24,,110,SG7560,,Gas Turbine Generator GT-7530,Current Phase L2,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,24,0,Amp,X,-,-,X,
GT7530-25,,111,SG7560,,Gas Turbine Generator GT-7530,Current Phase L3,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,25,0,Amp,X,-,-,X,
GT7530-26,,112,SG7560,,Gas Turbine Generator GT-7530,Power Factor,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,26,0,-,X,-,-,X,
GT7530-27,,113,SG7560,,Gas Turbine Generator GT-7530,Frequency,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,27,0,Hz,X,-,-,X,
GT7530-28,,114,SG7560,,Gas Turbine Generator GT-7530,Active Power,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,28,0,kW,X,-,-,X,
GT7530-29,,115,SG7560,,Gas Turbine Generator GT-7530,Reactive Power,TBA,X,-,-,IEC61850,MX,TBA,IEC104,3,,,,,,29,0,Kvar,X,-,-,X,
GT7530-30,,116,SG7560,,Gas Turbine Generator GT-7530,VCB incomer (VCB-7560) at MV SWGR Opened/Closed,TBA,-,X,-,IEC61850,DP,TBA,IEC104,3,,,,,,30,0,-,X,X,-,-,
GT7530-31,,117,SG7560,,Gas Turbine Generator GT-7530,VCB incomer (VCB-7560) at MV SWGR Trip,TBA,-,X,-,IEC61850,SP,TBA,IEC104,3,,,,,,31,0,-,X,X,-,-,
GT7530-32,,118,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 1,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,32,0,-,TBA,TBA,TBA,TBA,
GT7530-33,,119,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 2,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,33,0,-,TBA,TBA,TBA,TBA,
GT7530-34,,120,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 3,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,34,0,-,TBA,TBA,TBA,TBA,
GT7530-35,,121,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 4,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,35,0,-,TBA,TBA,TBA,TBA,
GT7530-36,,122,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 5,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,36,0,-,TBA,TBA,TBA,TBA,
GT7530-37,,123,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 6,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,37,0,-,TBA,TBA,TBA,TBA,
GT7530-38,,124,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 7,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,38,0,-,TBA,TBA,TBA,TBA,
GT7530-39,,125,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 8,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,39,0,-,TBA,TBA,TBA,TBA,
GT7530-40,,126,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 9,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,40,0,-,TBA,TBA,TBA,TBA,
GT7530-41,,127,SG7560,,Gas Turbine Generator GT-7530,GTG Engine Parameters 10,TBA,0,0,0,IEC61850,TBA,TBA,IEC104,3,,,,,,41,0,-,TBA,TBA,TBA,TBA,
GT7530-42,,128,SG7560,,Gas Turbine Generator GT-7530,Synchro command,TBA,-,-,X,IEC61850,SC,TBA,IEC104,3,,,,,,42,0,-,X,X,-,-,
GT7530-43,,129,SG7560,,Gas Turbine Generator GT-7530,Automatic Synchronize Initiate,TBA,-,-,X,IEC61850,SC,TBA,IEC104,3,,,,,,43,0,-,X,X,-,-,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCB7564-01,,130,SG7560,,VCB-7563,27R - Undervoltage Remanent relay,TBA,-,X,-,IEC61850,SP,TBA,IEC104,4,,,,,,1,0,-,X,X,X,-,
VCB7564-02,,131,SG7560,,VCB-7563,49 - Thermal overload relay,TBA,-,X,-,IEC61851,SP,TBA,IEC104,4,,,,,,2,0,-,X,X,X,-,
VCB7564-03,,132,SG7560,,VCB-7563,50 - Instantaneuous Over-current relay,TBA,-,X,-,IEC61852,SP,TBA,IEC104,4,,,,,,3,0,-,X,X,X,-,
VCB7564-04,,133,SG7560,,VCB-7563,50G - Instantaneuous Over-current relay,TBA,-,X,-,IEC61853,SP,TBA,IEC104,4,,,,,,4,0,-,X,X,X,-,
VCB7564-05,,134,SG7560,,VCB-7563,51 - Time Over-current relay,TBA,-,X,-,IEC61854,SP,TBA,IEC104,4,,,,,,5,0,-,X,X,X,-,
VCB7564-06,,135,SG7560,,VCB-7563,51G - Ground overcurrent relay,TBA,-,X,-,IEC61855,SP,TBA,IEC104,4,,,,,,6,0,-,X,X,X,-,
